JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2444897.5	7.6			Vis.	MDG								V				RX BOO		STD				
2444906.2	7.7			Vis.	ZAM								V				RX BOO		STD				
2444934.9	8.0			Vis.	HE								V				RX BOO		STD				
2444938.9	8.0			Vis.	HE								V				RX BOO		STD				
2444945.9	8.0			Vis.	HE								V				RX BOO		STD				
2444948.0	8.4			Vis.	HMR								V				RX BOO		STD				
2444968.9	8.0			Vis.	HE								V				RX BOO		STD				
2444974.6	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444988.5	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2444988.7	8.2			Vis.	DBF								V				RX BOO		STD				
2444994.7	8.0			Vis.	HE								V				RX BOO		STD				
2444996.9	8.1			Vis.	LX								V				RX BOO		STD				
2445001.6	8.3			Vis.	DBF								V				RX BOO		STD				
2445014.5	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2445014.7	8.0			Vis.	HE								V				RX BOO		STD				
2445020.9	7.8			Vis.	HK								V				RX BOO		STD				
2445023.7	7.9			Vis.	LX								V				RX BOO		STD				
2445023.7	8.0			Vis.	OV								V				RX BOO		STD				
2445024.0	7.6			Vis.	HK								V				RX BOO		STD				
2445024.7	8.0			Vis.	HMR								V				RX BOO		STD				
2445028.7	8.1			Vis.	HE								V				RX BOO		STD				
2445031.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445037.5	7.3			Vis.	BSC								V				RX BOO		STD				
2445041.7	8.2			Vis.	HMR								V				RX BOO		STD				
2445042.7	8.0			Vis.	HE								V				RX BOO		STD				
2445042.7	7.7			Vis.	LX								V				RX BOO		STD				
2445044.6	7.6			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445045.6	7.9			Vis.	DBF								V				RX BOO		STD				
2445046.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445046.7	7.6			Vis.	SNO								V				RX BOO	MCSE	STD				
2445047.5	7.3			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445050.3	7.5			Vis.	SNO								V				RX BOO	MCSE	STD				
2445050.7	7.7			Vis.	LX								V				RX BOO		STD				
2445051.4	7.5			Vis.	BSC								V				RX BOO		STD				
2445051.7	7.8			Vis.	OV								V				RX BOO		STD				
2445055.6	7.2			Vis.	SJZ								V				RX BOO		STD				
2445055.7	7.9			Vis.	HE								V				RX BOO		STD				
2445056.5	7.9			Vis.	SNO								V				RX BOO	MCSE	STD				
2445056.6	7.7			Vis.	PNB								V				RX BOO		STD				
2445057.6	7.7			Vis.	CGF								V				RX BOO		STD				
2445059.6	7.5			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445059.7	7.8			Vis.	OV								V				RX BOO		STD				
2445059.8	7.6			Vis.	HSG								V				RX BOO		STD				
2445061.6	7.2			Vis.	SJZ								V				RX BOO		STD				
2445061.7	7.1			Vis.	HR								V				RX BOO		STD				
2445061.7	7.7			Vis.	LX								V				RX BOO		STD				
2445061.7	7.7			Vis.	SET								V				RX BOO		STD				
2445062.7	7.9			Vis.	HMR								V				RX BOO		STD				
2445071.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445071.471	7.5			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445072.5	8.4			Vis.	LDR								V				RX BOO		STD				
2445072.6	7.9			Vis.	OV								V				RX BOO		STD				
2445072.7	7.8			Vis.	LX								V				RX BOO		STD				
2445074.3	7.4			Vis.	SJZ								V				RX BOO		STD				
2445075.4	7.9			Vis.	DBF								V				RX BOO		STD				
2445075.6	7.9			Vis.	HE								V				RX BOO		STD				
2445076.7	7.8			Vis.	CGF								V				RX BOO		STD				
2445076.9	7.2			Vis.	HK								V				RX BOO		STD				
2445078.6	8.4			Vis.	SET								V				RX BOO		STD				
2445078.7	7.6			Vis.	MYR								V				RX BOO		STD				
2445080.6	7.2			Vis.	SJZ								V				RX BOO		STD				
2445081.6	7.9			Vis.	OV								V				RX BOO		STD				
2445081.7	8.0			Vis.	MKJ								V				RX BOO		STD				
2445082.405	7.7			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445083.7	7.8			Vis.	LX								V				RX BOO		STD				
2445084.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445084.5	8.0			Vis.	LDR								V				RX BOO		STD				
2445086.423	7.6			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445087.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445090.6	7.9			Vis.	HE								V				RX BOO		STD				
2445090.6	7.7			Vis.	LX								V				RX BOO		STD				
2445090.6	8.0			Vis.	OV								V				RX BOO		STD				
2445091.4	8.0			Vis.	LDR								V				RX BOO		STD				
2445091.7	7.9			Vis.	HE								V				RX BOO		STD				
2445092.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445099.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445099.8	7.0			Vis.	HR								V				RX BOO		STD				
2445100.425	7.7			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445100.6	7.8			Vis.	LX								V				RX BOO		STD				
2445100.6	8.2			Vis.	OV								V				RX BOO		STD				
2445102.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445104.4	8.0			Vis.	LDR								V				RX BOO		STD				
2445104.6	7.9			Vis.	HE								V				RX BOO		STD				
2445104.8	7.9			Vis.	MKJ								V				RX BOO		STD				
2445105.455	7.6			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445107.6	8.0			Vis.	BDT								V				RX BOO		STD				
2445110.29	7.9			Vis.	MGE								V				RX BOO		STD				
2445110.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445110.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445110.459	7.7			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445110.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445110.7	7.9			Vis.	HMR								V				RX BOO		STD				
2445111.6	7.7			Vis.	LX								V				RX BOO		STD				
2445114.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445114.425	7.6			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445115.3	7.7			Vis.	VED								V				RX BOO	AFOEV	STD				
2445117.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445119.6	7.7			Vis.	LX								V				RX BOO		STD				
2445119.7	8.2			Vis.	HMR								V				RX BOO		STD				
2445120.4	7.9			Vis.	LDR								V				RX BOO		STD				
2445123.6	7.7			Vis.	CKI								V				RX BOO		STD				
2445123.7	8.0			Vis.	MKJ								V				RX BOO		STD				
2445126.7	8.0			Vis.	HMR								V				RX BOO		STD				
2445129.5	7.9			Vis.	SOZ								V				RX BOO	MCSE	STD				
2445129.7	7.9			Vis.	MKJ								V				RX BOO		STD				
2445131.5	7.8			Vis.	SOZ								V				RX BOO	MCSE	STD				
2445132.4	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445134.37	7.4			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445134.6	7.8			Vis.	SET								V				RX BOO		STD				
2445135.4	8.0			Vis.	OJR								V				RX BOO		STD				
2445135.4	7.2			Vis.	SJZ								V				RX BOO		STD				
2445135.6	7.9			Vis.	CGF								V				RX BOO		STD				
2445135.6	8.1			Vis.	CKI								V				RX BOO		STD				
2445135.6	7.7			Vis.	LX								V				RX BOO		STD				
2445135.6	7.9			Vis.	MKJ								V				RX BOO		STD				
2445138.39	7.6			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445138.5	7.8			Vis.	SOZ								V				RX BOO	MCSE	STD				
2445139.6	7.9			Vis.	HE								V				RX BOO		STD				
2445144.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445144.7	8.3			Vis.	CKI								V				RX BOO		STD				
2445144.7	7.7			Vis.	LX								V				RX BOO		STD				
2445146.6	7.8			Vis.	HE								V				RX BOO		STD				
2445147.7	7.7			Vis.	HK								V				RX BOO		STD				
2445148.393	7.4			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445149.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445150.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445150.6	7.8			Vis.	MKJ								V				RX BOO		STD				
2445151.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445152.6	7.9			Vis.	OV								V				RX BOO		STD				
2445154.4	7.7			Vis.	STF								V				RX BOO	AFOEV	STD				
2445154.7	8.2			Vis.	HMR								V				RX BOO		STD				
2445155.6	7.6			Vis.	LX								V				RX BOO		STD				
2445155.7	7.3			Vis.	GFB								V				RX BOO		STD				
2445156.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445159.4	7.9			Vis.	NTH								V				RX BOO		STD				
2445160.6	7.8			Vis.	HE								V				RX BOO		STD				
2445160.6	7.8			Vis.	OV								V				RX BOO		STD				
2445163.6	7.4			Vis.	CKI								V				RX BOO		STD				
2445163.7	7.7			Vis.	MKJ								V				RX BOO		STD				
2445164.5	7.2			Vis.	SJZ								V				RX BOO		STD				
2445165.7	7.8			Vis.	CGF								V				RX BOO		STD				
2445166.4	7.4			Vis.	STF								V				RX BOO	AFOEV	STD				
2445170.4	7.7			Vis.	KOS								V				RX BOO	MCSE	STD				
2445171.4	7.5			Vis.	KOS								V				RX BOO	MCSE	STD				
2445171.6	7.5			Vis.	CKI								V				RX BOO		STD				
2445171.6	7.7			Vis.	OV								V				RX BOO		STD				
2445172.356	7.2			Vis.	CEA								V				RX BOO	AFOEV	STD				
2445172.4	7.8			Vis.	NTH								V				RX BOO		STD				
2445172.6	7.6			Vis.	LX								V				RX BOO		STD				
2445172.6	7.7			Vis.	MKJ								V				RX BOO		STD				
2445175.4	7.0			Vis.	SJZ								V				RX BOO		STD				
2445175.6	7.3			Vis.	CKI								V				RX BOO		STD				
2445175.6	7.7			Vis.	HE								V				RX BOO		STD				
2445177.5	7.9			Vis.	DBF								V				RX BOO		STD				
2445180.6	7.8			Vis.	OV								V				RX BOO		STD				
2445181.7	8.3			Vis.	KRS		NA		NA				Z				RX BOO	AAVSO	STD				
2445183.7	7.5			Vis.	HK								V				RX BOO		STD				
2445183.7	7.8			Vis.	HMR								V				RX BOO		STD				
2445187.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445190.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445191.5	7.8			Vis.	DBF								V				RX BOO		STD				
2445192.3	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445194.4	7.2			Vis.	SJZ								V				RX BOO		STD				
2445194.4	7.8			Vis.	SOZ								V				RX BOO	MCSE	STD				
2445194.6	7.9			Vis.	HE								V				RX BOO		STD				
2445194.6	7.4			Vis.	LNB								V				RX BOO		STD				
2445194.6	7.8			Vis.	OV								V				RX BOO		STD				
2445194.7	7.9			Vis.	MYR								V				RX BOO		STD				
2445195.3	7.7			Vis.	KOS								V				RX BOO	MCSE	STD				
2445196.4	7.8			Vis.	SOZ								V				RX BOO	MCSE	STD				
2445196.6	8.2			Vis.	CKI								V				RX BOO		STD				
2445197.4	7.6			Vis.	NTH								V				RX BOO		STD				
2445197.6	7.9			Vis.	CGF								V				RX BOO		STD				
2445200.4	7.5			Vis.	NTH								V				RX BOO		STD				
2445200.6	7.8			Vis.	LX								V				RX BOO		STD				
2445201.3	7.8			Vis.	KOS								V				RX BOO	MCSE	STD				
2445201.4	7.9			Vis.	DBF								V				RX BOO		STD				
2445201.6	7.9			Vis.	HE								V				RX BOO		STD				
2445203.6	7.9			Vis.	OV								V				RX BOO		STD				
2445207.6	7.7			Vis.	CKI								V				RX BOO		STD				
2445210.6	7.9			Vis.	HE								V				RX BOO		STD				
2445212.4	7.9			Vis.	DBF								V				RX BOO		STD				
2445212.5	8.1			Vis.	LX								V				RX BOO		STD				
2445216.3	7.2			Vis.	SJZ								V				RX BOO		STD				
2445216.7	7.8			Vis.	HMR								V				RX BOO		STD				
2445217.5	8.0			Vis.	LX								V				RX BOO		STD				
2445218.3	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445218.5	7.8			Vis.	CKI								V				RX BOO		STD				
2445219.6	8.0			Vis.	CGF								V				RX BOO		STD				
2445224.6	7.5			Vis.	GLF								V				RX BOO		STD				
2445224.6	7.6			Vis.	GLW								V				RX BOO		STD				
2445224.6	8.0			Vis.	OV								V				RX BOO		STD				
2445230.6	8.5			Vis.	CKI								V				RX BOO		STD				
2445236.5	8.0			Vis.	CKI								V				RX BOO		STD				
2445236.5	7.8			Vis.	HE								V				RX BOO		STD				
2445253.5	8.1			Vis.	OV								V				RX BOO		STD				
2445260.5	7.7			Vis.	CKI								V				RX BOO		STD				
2445262.5	8.1			Vis.	OV								V				RX BOO		STD				
2445267.3	8.0			Vis.	DBF								V				RX BOO		STD				
2445302.0	7.2			Vis.	HMR								V				RX BOO		STD				
2445321.9	7.9			Vis.	HE								V				RX BOO		STD				
2445325.7	7.2			Vis.	SJZ								V				RX BOO		STD				
2445325.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445331.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445332.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445335.0	7.6			Vis.	CKI								V				RX BOO		STD				
2445342.7	7.1			Vis.	SJZ								V				RX BOO		STD				
2445343.5	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445347.0	7.6			Vis.	HMR								V				RX BOO		STD				
2445350.9	7.4			Vis.	HK								V				RX BOO		STD				
2445353.7	7.5			Vis.	VED								V				RX BOO	AFOEV	STD				
2445354.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445355.0	7.6			Vis.	HE								V				RX BOO		STD				
2445359.7	7.0			Vis.	SJZ								V				RX BOO		STD				
2445363.7	7.6			Vis.	HE								V				RX BOO		STD				
2445367.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445369.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445372.0	8.0			Vis.	HMR								V				RX BOO		STD				
2445374.9	7.6			Vis.	LX								V				RX BOO		STD				
2445380.5	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445384.1	7.7			Vis.	BDT								V				RX BOO		STD				
2445384.9	7.4			Vis.	HK								V				RX BOO		STD				
2445385.7	7.8			Vis.	HE								V				RX BOO		STD				
2445396.7	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445397.7	7.9			Vis.	OV								V				RX BOO		STD				
2445399.4	7.8			Vis.	STF								V				RX BOO	AFOEV	STD				
2445399.7	7.8			Vis.	LX								V				RX BOO		STD				
2445404.9	7.2			Vis.	HK								V				RX BOO		STD				
2445406.6	7.3			Vis.	SJZ								V				RX BOO		STD				
2445406.7	7.9			Vis.	HE								V				RX BOO		STD				
2445407.6	7.8			Vis.	LX								V				RX BOO		STD				
2445407.7	8.0			Vis.	OV								V				RX BOO		STD				
2445409.9	8.7			Vis.	CKI								V				RX BOO		STD				
2445410.7	8.4			Vis.	SET								V				RX BOO		STD				
2445414.7	7.9			Vis.	HMR								V				RX BOO		STD				
2445416.9	8.5			Vis.	BGO								V				RX BOO		STD				
2445416.9	7.9			Vis.	HE								V				RX BOO		STD				
2445417.7	7.9			Vis.	LX								V				RX BOO		STD				
2445417.9	8.4			Vis.	CKI								V				RX BOO		STD				
2445421.6	7.4			Vis.	SJZ								V				RX BOO		STD				
2445425.7	8.0			Vis.	HE								V				RX BOO		STD				
2445426.6	8.0			Vis.	LX								V				RX BOO		STD				
2445426.7	8.2			Vis.	HMR								V				RX BOO		STD				
2445428.4	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2445429.4	7.4			Vis.	SJZ								V				RX BOO		STD				
2445432.6	7.6			Vis.	SJZ								V				RX BOO		STD				
2445437.4	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2445438.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2445438.7	8.0			Vis.	HE								V				RX BOO		STD				
2445439.4	7.4			Vis.	PSO								V				RX BOO		STD				
2445441.6	8.5			Vis.	CKI								V				RX BOO		STD				
2445442.6	7.9			Vis.	LX								V				RX BOO		STD				
2445442.6	8.0			Vis.	OV								V				RX BOO		STD				
2445442.6	7.8			Vis.	SJZ								V				RX BOO		STD				
2445442.9	7.8			Vis.	HK								V				RX BOO		STD				
2445444.5	7.5			Vis.	BSP								V				RX BOO		STD				
2445447.6	8.1			Vis.	HE								V				RX BOO		STD				
2445447.7	7.7			Vis.	KLG								V				RX BOO		STD				
2445448.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2445452.5	7.6			Vis.	SJZ								V				RX BOO		STD				
2445458.6	8.2			Vis.	HMR								V				RX BOO		STD				
2445459.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445459.6	8.4			Vis.	CKI								V				RX BOO		STD				
2445459.6	8.1			Vis.	OV								V				RX BOO		STD				
2445459.8	7.4			Vis.	HK								V				RX BOO		STD				
2445460.4	7.6			Vis.	BSP								V				RX BOO		STD				
2445460.6	8.0			Vis.	HE								V				RX BOO		STD				
2445460.6	8.2			Vis.	SET								V				RX BOO		STD				
2445460.7	8.0			Vis.	ECJ								V				RX BOO		STD				
2445460.7	7.2			Vis.	HR								V				RX BOO		STD				
2445461.5	7.6			Vis.	SJZ								V				RX BOO		STD				
2445461.6	8.2			Vis.	LX								V				RX BOO		STD				
2445461.7	7.2			Vis.	FD								V				RX BOO		STD				
2445463.8	7.8			Vis.	HK								V				RX BOO		STD				
2445467.5	7.7			Vis.	BSP								V				RX BOO		STD				
2445467.6	8.1			Vis.	OV								V				RX BOO		STD				
2445468.3	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2445469.3	8.1			Vis.	STF								V				RX BOO	AFOEV	STD				
2445469.3	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445470.4	8.1			Vis.	KOS								V				RX BOO	MCSE	STD				
2445471.5	7.6			Vis.	SJZ								V				RX BOO		STD				
2445471.6	8.2			Vis.	LX								V				RX BOO		STD				
2445472.3	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445477.6	8.0			Vis.	HE								V				RX BOO		STD				
2445477.6	7.9			Vis.	MMA								V				RX BOO		STD				
2445481.5	7.5			Vis.	SJZ								V				RX BOO		STD				
2445482.7	8.0			Vis.	HE								V				RX BOO		STD				
2445482.9	7.8			Vis.	GFB								V				RX BOO		STD				
2445483.6	8.4			Vis.	LX								V				RX BOO		STD				
2445485.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445486.6	8.1			Vis.	OV								V				RX BOO		STD				
2445487.4	7.7			Vis.	SJZ								V				RX BOO		STD				
2445490.3	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445491.6	8.1			Vis.	MKJ								V				RX BOO		STD				
2445491.7	8.4			Vis.	HMR								V				RX BOO		STD				
2445493.4	7.6			Vis.	SJZ								V				RX BOO		STD				
2445494.4	7.7			Vis.	BSP								V				RX BOO		STD				
2445494.6	7.9			Vis.	LNB								V				RX BOO		STD				
2445495.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445496.6	8.1			Vis.	LX								V				RX BOO		STD				
2445496.7	8.4			Vis.	MYR								V				RX BOO		STD				
2445498.6	8.6			Vis.	CKI								V				RX BOO		STD				
2445500.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445502.6	8.0			Vis.	HE								V				RX BOO		STD				
2445503.4	7.5			Vis.	SJZ								V				RX BOO		STD				
2445508.4	7.6			Vis.	SJZ								V				RX BOO		STD				
2445509.6	8.0			Vis.	MKJ								V				RX BOO		STD				
2445512.6	7.8			Vis.	CKI								V				RX BOO		STD				
2445512.6	8.0			Vis.	HE								V				RX BOO		STD				
2445515.6	8.2			Vis.	OV								V				RX BOO		STD				
2445516.6	8.3			Vis.	LX								V				RX BOO		STD				
2445516.7	8.5			Vis.	ECJ								V				RX BOO		STD				
2445517.4	8.0			Vis.	STF								V				RX BOO	AFOEV	STD				
2445517.6	8.0			Vis.	HE								V				RX BOO		STD				
2445518.5	7.5			Vis.	SJZ								V				RX BOO		STD				
2445518.7	8.2			Vis.	HMR								V				RX BOO		STD				
2445519.4	8.9			Vis.	KOS								V				RX BOO	MCSE	STD				
2445519.7	8.1			Vis.	MKJ								V				RX BOO		STD				
2445521.4	7.8			Vis.	BSP								V				RX BOO		STD				
2445522.6	8.4			Vis.	CKI								V				RX BOO		STD				
2445523.4	7.6			Vis.	SJZ								V				RX BOO		STD				
2445523.6	8.4			Vis.	LNB								V				RX BOO		STD				
2445523.7	8.2			Vis.	OV								V				RX BOO		STD				
2445524.4	8.4			Vis.	KOS								V				RX BOO	MCSE	STD				
2445525.6	8.6			Vis.	ARI								V				RX BOO		STD				
2445525.6	8.1			Vis.	LX								V				RX BOO		STD				
2445526.7	8.2			Vis.	SCE								V				RX BOO		STD				
2445529.6	8.1			Vis.	LNB								V				RX BOO		STD				
2445529.6	8.0			Vis.	MKJ								V				RX BOO		STD				
2445530.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445530.6	7.9			Vis.	HE								V				RX BOO		STD				
2445531.4	7.8			Vis.	SJZ								V				RX BOO		STD				
2445532.6	8.2			Vis.	LX								V				RX BOO		STD				
2445532.6	8.2			Vis.	OV								V				RX BOO		STD				
2445537.4007	7.8			Vis.	SVT								V				RX BOO		STD				
2445539.4	7.6			Vis.	SJZ								V				RX BOO		STD				
2445544.4	8.0			Vis.	SVT								V				RX BOO		STD				
2445548.3	8.1			Vis.	VED								V				RX BOO	AFOEV	STD				
2445549.5	7.9			Vis.	SVT								V				RX BOO		STD				
2445549.6	8.0			Vis.	MKJ								V				RX BOO		STD				
2445549.6	8.2			Vis.	OV								V				RX BOO		STD				
2445553.3	7.9			Vis.	STF								V				RX BOO	AFOEV	STD				
2445553.6	7.9			Vis.	HE								V				RX BOO		STD				
2445554.8	8.2			Vis.	HMR								V				RX BOO		STD				
2445556.4	7.8			Vis.	SJZ								V				RX BOO		STD				
2445558.5	8.0			Vis.	SVT								V				RX BOO		STD				
2445560.4	7.7			Vis.	SJZ								V				RX BOO		STD				
2445561.6	8.2			Vis.	OV								V				RX BOO		STD				
2445565.4	8.2			Vis.	SVT								V				RX BOO		STD				
2445568.6	8.2			Vis.	LX								V				RX BOO		STD				
2445574.3	8.0			Vis.	SJZ								V				RX BOO		STD				
2445576.3	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2445576.4	8.2			Vis.	SVT								V				RX BOO		STD				
2445577.3	7.9			Vis.	SJZ								V				RX BOO		STD				
2445578.3	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2445579.5	8.2			Vis.	LX								V				RX BOO		STD				
2445582.2	8.3			Vis.	SVT								V				RX BOO		STD				
2445582.5	8.0			Vis.	HE								V				RX BOO		STD				
2445582.7	8.3			Vis.	HMR								V				RX BOO		STD				
2445583.4	7.7			Vis.	PSO	C							V				RX BOO		STD				
2445585.6	8.1			Vis.	OV								V				RX BOO		STD				
2445593.6	8.2			Vis.	OV								V				RX BOO		STD				
2445597.3	7.8			Vis.	SJZ								V				RX BOO		STD				
2445597.3	8.1			Vis.	SVT								V				RX BOO		STD				
2445602.3	7.7			Vis.	SJZ								V				RX BOO		STD				
2445603.6	8.2			Vis.	OV								V				RX BOO		STD				
2445609.3	7.8			Vis.	SJZ								V				RX BOO		STD				
2445612.3	8.2			Vis.	SVT								V				RX BOO		STD				
2445615.5	8.1			Vis.	OV								V				RX BOO		STD				
2445616.6	7.2			Vis.	KLG								V				RX BOO		STD				
2445617.3	7.9			Vis.	SJZ								V				RX BOO		STD				
2445637.5	8.0			Vis.	HE								V				RX BOO		STD				
2445669.9	7.8			Vis.	LX								V				RX BOO		STD				
2445672.7	7.2			Vis.	SJZ								V				RX BOO		STD				
2445680.7	7.2			Vis.	SJZ								V				RX BOO		STD				
2445685.0	8.0			Vis.	HMR								V				RX BOO		STD				
2445685.9	7.9			Vis.	HE								V				RX BOO		STD				
2445687.7	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445698.7	7.3			Vis.	SJZ								V				RX BOO		STD				
2445702.0	8.3			Vis.	HMR								V				RX BOO		STD				
2445705.7	7.3			Vis.	SJZ								V				RX BOO		STD				
2445707.9	7.9			Vis.	HE								V				RX BOO		STD				
2445709.7	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445717.7	7.4			Vis.	SJZ								V				RX BOO		STD				
2445724.7	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2445727.6	7.5			Vis.	SJZ								V				RX BOO		STD				
2445727.8	8.0			Vis.	HE								V				RX BOO		STD				
2445729.7	8.2			Vis.	SVT								V				RX BOO		STD				
2445731.9	8.3			Vis.	LX								V				RX BOO		STD				
2445734.9	8.0			Vis.	HK								V				RX BOO		STD				
2445735.0	8.0			Vis.	HE								V				RX BOO		STD				
2445735.0	8.0			Vis.	HMR								V				RX BOO		STD				
2445740.8	8.3			Vis.	SVT								V				RX BOO		STD				
2445744.7	7.7			Vis.	SJZ								V				RX BOO		STD				
2445749.6	8.2			Vis.	SVT								V				RX BOO		STD				
2445757.7	8.5			Vis.	LX								V				RX BOO		STD				
2445762.7	8.2			Vis.	HE								V				RX BOO		STD				
2445767.4	8.0			Vis.	SVT								V				RX BOO		STD				
2445767.6	7.8			Vis.	SJZ								V				RX BOO		STD				
2445771.7	8.5			Vis.	LX								V				RX BOO		STD				
2445774.6	7.9			Vis.	SJZ								V				RX BOO		STD				
