JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2449472.4	8.1			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449474.36	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449474.6	8.1			Vis.	OV								V				RX BOO		STD				
2449475.3	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449475.3	8.4			Vis.	NJO								V				RX BOO		STD				
2449475.36	8.4			Vis.	RKE								V				RX BOO		STD				
2449475.38	8.2			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449475.4	8.1			Vis.	HBL								V				RX BOO		STD				
2449475.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449475.7	7.9			Vis.	HE								V				RX BOO		STD				
2449475.7	8.4			Vis.	HMR								V				RX BOO		STD				
2449476.3	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449476.6	8.1			Vis.	CYA								V				RX BOO		STD				
2449476.8	8.8			Vis.	HK								V				RX BOO		STD				
2449477.7729	7.9			Vis.	OCN								V				RX BOO		STD				
2449478.37	8.5			Vis.	MGE								V				RX BOO		STD				
2449478.6	7.8			Vis.	STI								V				RX BOO		STD				
2449478.8	8.0			Vis.	MKJ								V				RX BOO		STD				
2449479.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449479.5	7.9			Vis.	SJZ								V				RX BOO		STD				
2449479.5576	8.2			Vis.	LX	U							V				RX BOO		STD				
2449480.3	8.1			Vis.	HBL								V				RX BOO		STD				
2449480.36	8.2			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449480.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449480.41	8.0			Vis.	RKE								V				RX BOO		STD				
2449481.03	7.6			Vis.	HIR								V				RX BOO	AFOEV	STD				
2449481.3	8.4			Vis.	NJO								V				RX BOO		STD				
2449481.5	8.3			Vis.	CYA								V				RX BOO		STD				
2449483.38	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449483.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449483.6	8.2			Vis.	OV								V				RX BOO		STD				
2449483.9010	7.5			Vis.	HK								V				RX BOO		STD				
2449484.37	7.8			Vis.	RKE								V				RX BOO		STD				
2449484.38	8.3			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449484.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449484.4	8.1			Vis.	HBL								V				RX BOO		STD				
2449484.4	8.0			Vis.	RJA								V				RX BOO	AFOEV	STD				
2449485.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449485.5687	8.1			Vis.	LX								V				RX BOO		STD				
2449485.7	7.6			Vis.	KRS								V				RX BOO		STD				
2449486.5	8.4			Vis.	CYA								V				RX BOO		STD				
2449486.6	8.6			Vis.	LVT								V				RX BOO		STD				
2449488.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449489.4	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449489.45	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449489.5	8.4			Vis.	CYA								V				RX BOO		STD				
2449489.6	7.8			Vis.	STI								V				RX BOO		STD				
2449490.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449490.4	8.2			Vis.	RJA								V				RX BOO	AFOEV	STD				
2449490.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449493.7298	8.0			Vis.	MKJ								V				RX BOO		STD				
2449495.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449496.6	7.8			Vis.	STI								V				RX BOO		STD				
2449500.5	8.0			Vis.	OV								V				RX BOO		STD				
2449501.28	8.6			Vis.	MGE								V				RX BOO		STD				
2449501.4	8.1			Vis.	BPI								V				RX BOO	AFOEV	STD				
2449501.4	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449501.6882	8.5			Vis.	LZT	C							V				RX BOO		STD				
2449502.39	8.0			Vis.	VED								V				RX BOO	AFOEV	STD				
2449502.624	8.7			Vis.	HZJ								V				RX BOO		STD				
2449502.7763	8.8			Vis.	HK								V				RX BOO		STD				
2449503.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449503.4	8.1			Vis.	HBL								V				RX BOO		STD				
2449503.6	8.0			Vis.	MOL	C							V				RX BOO		STD				
2449503.7749	8.3			Vis.	MKJ								V				RX BOO		STD				
2449505.4	8.2			Vis.	SJZ								V				RX BOO		STD				
2449506.5715	8.2			Vis.	LX								V				RX BOO		STD				
2449507.5	8.4			Vis.	NJO								V				RX BOO		STD				
2449507.6	7.9			Vis.	KRS								V				RX BOO		STD				
2449507.6104	8.4			Vis.	ILS								V				RX BOO		STD				
2449507.7	8.6			Vis.	HMR								V				RX BOO		STD				
2449508.4	8.3			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449508.8021	8.8			Vis.	HK								V				RX BOO		STD				
2449509.7	8.0			Vis.	STI								V				RX BOO		STD				
2449510.4	8.4			Vis.	CYA								V				RX BOO		STD				
2449510.4	8.1			Vis.	SJZ								V				RX BOO		STD				
2449511.39	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449511.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449511.4	8.1			Vis.	HBL								V				RX BOO		STD				
2449511.4	8.0			Vis.	RJA								V				RX BOO	AFOEV	STD				
2449512.6	8.8			Vis.	LNZ								V				RX BOO		STD				
2449512.6	8.2			Vis.	OV								V				RX BOO		STD				
2449513.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449514.5	8.4			Vis.	NJO								V				RX BOO		STD				
2449516.3	8.7			Vis.	MGE								V				RX BOO		STD				
2449516.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449516.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449517.4	8.3			Vis.	BPI								V				RX BOO	AFOEV	STD				
2449518.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449519.39	8.0			Vis.	VED								V				RX BOO	AFOEV	STD				
2449521.4	8.4			Vis.	CYA								V				RX BOO		STD				
2449521.4	8.1			Vis.	SJZ								V				RX BOO		STD				
2449523.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449523.6555	8.1			Vis.	MKJ								V				RX BOO		STD				
2449524.6	8.0			Vis.	STI	C							V				RX BOO		STD				
2449527.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449527.5	8.4			Vis.	NJO								V				RX BOO		STD				
2449528.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449528.5	8.2			Vis.	HBL								V				RX BOO		STD				
2449529.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449529.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449529.4	8.7			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449529.6	8.8			Vis.	HE								V				RX BOO		STD				
2449530.3	8.5			Vis.	MGE								V				RX BOO		STD				
2449533.4	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449533.5	8.3			Vis.	NJO								V				RX BOO		STD				
2449534.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449534.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449534.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449534.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449534.7	8.3			Vis.	WC								V				RX BOO		STD				
2449535.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449535.7	8.5			Vis.	HMR								V				RX BOO		STD				
2449536.3	8.4			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449536.4	8.4			Vis.	CYA								V				RX BOO		STD				
2449536.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449538.4	8.2			Vis.	SJZ								V				RX BOO		STD				
2449538.6	8.1			Vis.	STI								V				RX BOO		STD				
2449538.6444	8.1			Vis.	MKJ								V				RX BOO		STD				
2449540.6927	8.0			Vis.	HK								V				RX BOO		STD				
2449542.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449544.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449544.4	8.1			Vis.	SJZ								V				RX BOO		STD				
2449544.5	8.1			Vis.	HBL								V				RX BOO		STD				
2449544.601	8.4			Vis.	HZJ								V				RX BOO		STD				
2449545.5	8.4			Vis.	NJO								V				RX BOO		STD				
2449545.5805	8.5			Vis.	LX								V				RX BOO		STD				
2449545.6	8.4			Vis.	OV								V				RX BOO		STD				
2449546.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449546.5	8.0			Vis.	HBL								V				RX BOO		STD				
2449547.4	8.4			Vis.	VOL								V				RX BOO	AFOEV	STD				
2449549.4	8.4			Vis.	CYA								V				RX BOO		STD				
2449549.4	8.1			Vis.	SJZ								V				RX BOO		STD				
2449549.5	8.1			Vis.	NJO								V				RX BOO		STD				
2449550.6278	8.0			Vis.	OCN								V				RX BOO		STD				
2449550.6458	7.9			Vis.	MKJ								V				RX BOO		STD				
2449551.4	8.7			Vis.	MGE								V				RX BOO		STD				
2449554.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449554.5	8.4			Vis.	NJO								V				RX BOO		STD				
2449555.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449555.4	8.0			Vis.	SJZ								V				RX BOO		STD				
2449555.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449556.6	8.0			Vis.	STI								V				RX BOO		STD				
2449557.6	7.8			Vis.	KRS								V				RX BOO		STD				
2449558.4	7.8			Vis.	HBL								V				RX BOO		STD				
2449559.6674	8.3			Vis.	LZT	C							V				RX BOO		STD				
2449560.3	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449560.38	8.0			Vis.	VED								V				RX BOO	AFOEV	STD				
2449561.7	8.3			Vis.	WC								V				RX BOO		STD				
2449562.3	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449563.3	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449563.4	8.4			Vis.	CYA								V				RX BOO		STD				
2449563.4	8.7			Vis.	MGE								V				RX BOO		STD				
2449564.4	8.3			Vis.	DNO								V				RX BOO		STD				
2449566.4	8.2			Vis.	DNO								V				RX BOO		STD				
2449566.4	8.5			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449567.39	7.6			Vis.	RKE								V				RX BOO		STD				
2449568.39	7.5			Vis.	RKE								V				RX BOO		STD				
2449568.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449568.4	8.0			Vis.	DNO								V				RX BOO		STD				
2449568.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449568.4	8.0			Vis.	SJZ								V				RX BOO		STD				
2449568.43	8.1			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449568.5	8.1			Vis.	NJO								V				RX BOO		STD				
2449568.6	8.0			Vis.	STI								V				RX BOO		STD				
2449569.39	7.7			Vis.	RKE								V				RX BOO		STD				
2449569.41	8.0			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449569.7	8.3			Vis.	WC								V				RX BOO		STD				
2449570.4	8.1			Vis.	DNO								V				RX BOO		STD				
2449570.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449570.4	8.4			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449570.9	7.7			Vis.	CR								V				RX BOO		STD				
2449571.4	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449571.4	8.4			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449571.5916	7.9			Vis.	MKJ								V				RX BOO		STD				
2449571.6	7.9			Vis.	KRS								V				RX BOO		STD				
2449571.6	8.2			Vis.	OV								V				RX BOO		STD				
2449571.7	8.5			Vis.	HMR								V				RX BOO		STD				
2449572.6	8.4			Vis.	LVT								V				RX BOO		STD				
2449573.38	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449573.5	8.1			Vis.	NJO								V				RX BOO		STD				
2449574.4	8.3			Vis.	CYA								V				RX BOO		STD				
2449574.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449574.4	8.1			Vis.	SJZ								V				RX BOO		STD				
2449575.5625	8.3			Vis.	LX								V				RX BOO		STD				
2449576.4	8.1			Vis.	DNO								V				RX BOO		STD				
2449576.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449578.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449578.4	8.7			Vis.	MGE								V				RX BOO		STD				
2449578.6	8.0			Vis.	WC								V				RX BOO		STD				
2449579.35	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449580.3	8.3			Vis.	SJQ								V				RX BOO	MCSE	STD				
2449580.3	7.8			Vis.	VOL								V				RX BOO	AFOEV	STD				
2449580.5	8.3			Vis.	OV								V				RX BOO		STD				
2449581.4	8.2			Vis.	CYA								V				RX BOO		STD				
2449585.3	7.4			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449587.4	7.4			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449588.3	7.5			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449591.6	7.9			Vis.	WC								V				RX BOO		STD				
2449591.6313	7.9			Vis.	HK								V				RX BOO		STD				
2449592.3	7.4			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449592.3	7.8			Vis.	HBL								V				RX BOO		STD				
2449593.3	8.0			Vis.	CYA								V				RX BOO		STD				
2449594.3	7.2			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449594.3	7.9			Vis.	SJZ								V				RX BOO		STD				
2449594.32	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449594.5	8.0			Vis.	OV								V				RX BOO		STD				
2449597.6160	8.0			Vis.	LZT								V				RX BOO		STD				
2449599.3	7.6			Vis.	HBL								V				RX BOO		STD				
2449599.6	8.0			Vis.	WC								V				RX BOO		STD				
2449599.7	8.5			Vis.	HMR								V				RX BOO		STD				
2449601.5	8.7			Vis.	HE								V				RX BOO		STD				
2449602.6	8.1			Vis.	KRS								V				RX BOO		STD				
2449603.5	8.0			Vis.	OV								V				RX BOO		STD				
2449604.3	7.8			Vis.	SJZ								V				RX BOO		STD				
2449605.3	7.8			Vis.	CYA								V				RX BOO		STD				
2449606.3	8.3			Vis.	VOL								V				RX BOO	AFOEV	STD				
2449607.3	7.8			Vis.	CYA								V				RX BOO		STD				
2449607.3	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449607.3	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449612.3	7.9			Vis.	CYA								V				RX BOO		STD				
2449612.3	7.5			Vis.	SJZ								V				RX BOO		STD				
2449613.3	7.6			Vis.	HBL								V				RX BOO		STD				
2449615.3	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449619.3	7.6			Vis.	SJZ								V				RX BOO		STD				
2449620.3	8.0			Vis.	CYA								V				RX BOO		STD				
2449624.3	8.2			Vis.	CYA								V				RX BOO		STD				
2449625.3	7.7			Vis.	HBL								V				RX BOO		STD				
2449625.5472	8.0			Vis.	LZT								V				RX BOO		STD				
2449626.31	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449628.5	7.9			Vis.	OV								V				RX BOO		STD				
2449630.3	8.0			Vis.	CYA								V				RX BOO		STD				
2449630.3	7.5			Vis.	SJZ								V				RX BOO		STD				
2449636.30	8.0			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449636.6	8.4			Vis.	HMR								V				RX BOO		STD				
2449637.2	7.7			Vis.	SJZ								V				RX BOO		STD				
2449637.3	7.7			Vis.	HBL								V				RX BOO		STD				
2449641.2	7.8			Vis.	SJZ								V				RX BOO		STD				
2449643.2	7.7			Vis.	HBL								V				RX BOO		STD				
2449653.5236	8.0			Vis.	LZT	C							V				RX BOO		STD				
2449655.2	8.0			Vis.	CYA								V				RX BOO		STD				
2449655.2	8.0			Vis.	SJZ								V				RX BOO		STD				
2449658.2291	7.7			Vis.	HBL								V				RX BOO		STD				
2449678.7	7.8			Vis.	FRF								V				RX BOO	MCSE	STD				
2449682.0	8.2			Vis.	HMR								V				RX BOO		STD				
2449684.7256	7.8			Vis.	HBL								V				RX BOO		STD				
2449685.7	7.9			Vis.	FRF								V				RX BOO	MCSE	STD				
2449690.0	8.0			Vis.	HMR								V				RX BOO		STD				
2449691.8	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449692.7340	7.8			Vis.	HBL								V				RX BOO		STD				
2449699.8	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449701.7298	7.9			Vis.	HBL								V				RX BOO		STD				
2449707.8	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449716.8	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449721.7319	7.8			Vis.	HBL								V				RX BOO		STD				
2449725.0	8.0			Vis.	HMR								V				RX BOO		STD				
2449728.7	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449734.7	7.6			Vis.	SJZ								V				RX BOO		STD				
2449734.7305	7.7			Vis.	HBL								V				RX BOO		STD				
2449742.7	7.6			Vis.	SJZ								V				RX BOO		STD				
2449746.7	7.7			Vis.	SJZ								V				RX BOO		STD				
2449748.4861	7.7			Vis.	HBL								V				RX BOO		STD				
2449750.6	7.9			Vis.	CYA								V				RX BOO		STD				
2449751.7	7.5			Vis.	SJZ								V				RX BOO		STD				
2449751.9423	7.9			Vis.	LX	U							V				RX BOO		STD				
2449753.9461	8.0			Vis.	HK								V				RX BOO		STD				
2449760.6	7.7			Vis.	VED								V				RX BOO	AFOEV	STD				
2449761.6	7.5			Vis.	SJZ	M							V				RX BOO		STD				
2449763.5	7.6			Vis.	HBL								V				RX BOO		STD				
2449767.5	7.7			Vis.	HBL								V				RX BOO		STD				
2449769.7	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449771.45	8.1			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449771.6	7.9			Vis.	CYA								V				RX BOO		STD				
2449771.6	7.8			Vis.	SJZ	M							V				RX BOO		STD				
2449775.6	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449776.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449777.6	7.8			Vis.	SJZ								V				RX BOO		STD				
2449777.8	8.0			Vis.	LZT								V				RX BOO		STD				
2449781.47	8.0			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449781.48	7.8			Vis.	RKE								V				RX BOO		STD				
2449783.7	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449784.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449784.5	7.9			Vis.	HBL								V				RX BOO		STD				
2449784.7	7.8			Vis.	HMR								V				RX BOO		STD				
2449785.6	7.9			Vis.	CYA								V				RX BOO		STD				
2449785.6	7.8			Vis.	SJZ								V				RX BOO		STD				
2449786.5	7.8			Vis.	HBL								V				RX BOO		STD				
2449787.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449788.7	7.8			Vis.	STI								V				RX BOO		STD				
2449789.6	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449790.5	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449793.3	7.7			Vis.	NJO								V				RX BOO		STD				
2449793.6	7.8			Vis.	SJZ	M							V				RX BOO		STD				
2449796.9271	8.6			Vis.	HK								V				RX BOO		STD				
2449798.4	7.7			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449798.4	7.8			Vis.	HBL								V				RX BOO		STD				
2449799.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449800.34	8.2			Vis.	RKM								V				RX BOO	AFOEV	STD				
2449800.37	7.8			Vis.	RKE								V				RX BOO		STD				
2449800.6	7.8			Vis.	SUS								V				RX BOO		STD				
2449801.3	7.9			Vis.	SJZ								V				RX BOO		STD				
2449801.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449801.737	8.0			Vis.	HZJ								V				RX BOO		STD				
2449802.6	8.5			Vis.	HE								V				RX BOO		STD				
2449802.6	8.1			Vis.	OV								V				RX BOO		STD				
2449804.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449806.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449807.6	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449807.6	7.9			Vis.	SUS								V				RX BOO		STD				
2449809.7	8.4			Vis.	HMR								V				RX BOO		STD				
2449810.9	8.1			Vis.	LZT	UW							V				RX BOO		STD				
2449811.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449811.5	8.3			Vis.	HE								V				RX BOO		STD				
2449811.7	7.8			Vis.	STI								V				RX BOO		STD				
2449812.6	8.0			Vis.	SJZ								V				RX BOO		STD				
2449812.609	8.0			Vis.	LX	U							V				RX BOO		STD				
2449813.6	8.0			Vis.	HE								V				RX BOO		STD				
2449813.6	8.1			Vis.	OV								V				RX BOO		STD				
2449813.8660	8.2			Vis.	HK								V				RX BOO		STD				
2449819.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449821.6	8.0			Vis.	SUS								V				RX BOO		STD				
2449827.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449828.3	7.9			Vis.	HBL								V				RX BOO		STD				
2449829.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449829.6	8.0			Vis.	SUS								V				RX BOO		STD				
2449830.3	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449830.5	7.9			Vis.	CYA								V				RX BOO		STD				
2449830.8	8.2			Vis.	LZT	U							V				RX BOO		STD				
2449831.3	7.8			Vis.	NJO								V				RX BOO		STD				
2449831.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449832.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449832.6	8.1			Vis.	OV								V				RX BOO		STD				
2449833.6	7.9			Vis.	HE								V				RX BOO		STD				
2449834.1	8.5			Vis.	SSU								V				RX BOO	AFOEV	STD				
2449834.5666	8.0			Vis.	LX	U							V				RX BOO		STD				
2449836.3	7.9			Vis.	HBL								V				RX BOO		STD				
2449836.6	7.9			Vis.	STI								V				RX BOO		STD				
2449837.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449837.5	8.0			Vis.	SJZ								V				RX BOO		STD				
2449838.6	8.2			Vis.	PLA	K							V				RX BOO		STD				
2449839.36	8.3			Vis.	RKM	K							V				RX BOO	AFOEV	STD				
2449839.37	8.4			Vis.	RKE	K							V				RX BOO		STD				
2449839.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449839.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449839.7	8.5			Vis.	HMR								V				RX BOO		STD				
2449840.3	7.9			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449840.5	7.9			Vis.	CYA								V				RX BOO		STD				
2449840.5	7.9			Vis.	RJN								V				RX BOO	AFOEV	STD				
2449840.6	7.9			Vis.	SUS								V				RX BOO		STD				
2449841.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449841.4	8.0			Vis.	HBL								V				RX BOO		STD				
2449841.5	8.1			Vis.	OV								V				RX BOO		STD				
2449842.40	8.8			Vis.	HUR								V				RX BOO		STD				
2449843.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449844.6118	8.0			Vis.	LX								V				RX BOO		STD				
2449845.42	8.8			Vis.	HUR								V				RX BOO		STD				
2449846.4	8.0			Vis.	VED								V				RX BOO	AFOEV	STD				
2449852.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449852.5	7.8			Vis.	SJZ	M							V				RX BOO		STD				
2449853.4	8.0			Vis.	CYA	M							V				RX BOO		STD				
2449853.6	8.0			Vis.	HE								V				RX BOO		STD				
2449855.0	8.7			Vis.	SSU								V				RX BOO	AFOEV	STD				
2449855.4	8.0			Vis.	CYA	W							V				RX BOO		STD				
2449855.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449856.0	7.8			Vis.	HIR	H							V				RX BOO	AFOEV	STD				
2449856.9	8.3			Vis.	LZT								V				RX BOO		STD				
2449857.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449857.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449858.5	8.0			Vis.	OV								V				RX BOO		STD				
2449858.5	7.9			Vis.	RJN								V				RX BOO	AFOEV	STD				
2449858.5784	8.1			Vis.	LX								V				RX BOO		STD				
2449858.6	7.9			Vis.	HE								V				RX BOO		STD				
2449859.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449859.582	8.0			Vis.	HZJ								V				RX BOO		STD				
2449860.4	8.1			Vis.	CYA								V				RX BOO		STD				
2449860.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449860.4	7.9			Vis.	HBL								V				RX BOO		STD				
2449860.4	8.0			Vis.	SJZ								V				RX BOO		STD				
2449860.6	8.0			Vis.	SUS								V				RX BOO		STD				
2449861.4	7.8			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449863.4	7.9			Vis.	CYA	Z							V				RX BOO		STD				
2449863.4	7.7			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449864.6729	8.0			Vis.	MKJ								V				RX BOO		STD				
2449865.0	8.2			Vis.	SSU								V				RX BOO	AFOEV	STD				
2449866.4	8.0			Vis.	CYA								V				RX BOO		STD				
2449866.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449866.5	7.8			Vis.	SJZ								V				RX BOO		STD				
2449868.4	7.9			Vis.	VED								V				RX BOO	AFOEV	STD				
2449868.5	8.0			Vis.	OV								V				RX BOO		STD				
2449870.5	8.2			Vis.	PLA	K							V				RX BOO		STD				
2449870.7	8.2			Vis.	HMR								V				RX BOO		STD				
2449872.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449873.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449873.5	8.0			Vis.	SUS								V				RX BOO		STD				
2449873.7	8.0			Vis.	HE								V				RX BOO		STD				
2449874.5	8.0			Vis.	RJN								V				RX BOO	AFOEV	STD				
2449876.0	7.8			Vis.	SSU								V				RX BOO	AFOEV	STD				
2449877.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449879.6	7.6			Vis.	WI								V				RX BOO		STD				
2449879.7	8.2			Vis.	LZT	U							V				RX BOO		STD				
2449882.4	7.8			Vis.	SJZ	M							V				RX BOO		STD				
2449884.4	7.2			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449885.4	7.8			Vis.	BPI								V				RX BOO	AFOEV	STD				
2449885.6	8.0			Vis.	HE								V				RX BOO		STD				
2449885.6333	7.9			Vis.	MKJ								V				RX BOO		STD				
2449888.4	7.9			Vis.	CYA								V				RX BOO		STD				
2449888.4	7.9			Vis.	RJN								V				RX BOO	AFOEV	STD				
2449888.4	7.8			Vis.	VED								V				RX BOO	AFOEV	STD				
2449888.4861	7.7			Vis.	HBL								V				RX BOO		STD				
2449888.5	7.7			Vis.	SJZ								V				RX BOO		STD				
2449889.4	7.3			Vis.	GHA								V				RX BOO	AFOEV	STD				
2449894.4	7.6			Vis.	NJO								V				RX BOO		STD				
2449895.4	7.6			Vis.	VED								V				RX BOO	AFOEV	STD				
2449896.4	7.8			Vis.	CYA								V				RX BOO		STD				
2449896.5034	7.7			Vis.	HBL								V				RX BOO		STD				
2449896.6	8.1			Vis.	OV								V				RX BOO		STD				
2449896.6041	7.9			Vis.	LX								V				RX BOO		STD				
2449897.4	7.5			Vis.	SJZ								V				RX BOO		STD				
